Lat,Lon,TT
83.8040564,-24.7001712,nan
83.8040036,-24.7000139,nan
83.8039429,-24.6998549,nan
83.8038895,-24.6996956,nan
83.8038366,-24.6995383,nan
83.8037834,-24.6993792,nan
83.8037308,-24.6992218,nan
83.8036703,-24.6990646,nan
83.8036166,-24.6989074,nan
83.8035637,-24.6987483,nan
83.8035104,-24.6985908,nan
83.803458,-24.6984354,nan
83.8033976,-24.6982782,nan
83.8033436,-24.6981228,nan
83.8032908,-24.6979657,nan
83.8032378,-24.6978082,nan
83.8031846,-24.6976527,nan
83.8031322,-24.6974973,nan
83.8030719,-24.6973421,nan
83.8030176,-24.697185,nan
83.8029647,-24.6970291,nan
83.8029124,-24.6968758,nan
83.8028523,-24.6967189,nan
83.8027978,-24.6965645,nan
83.8027449,-24.6964131,nan
83.8026926,-24.6962583,nan
83.8026326,-24.6961043,nan
83.8025779,-24.695951,nan
83.802525,-24.6957962,nan
83.8024728,-24.6956389,nan
83.802413,-24.6954845,nan
83.8023581,-24.6953326,nan
83.8023053,-24.6951814,nan
83.802253,-24.695028,nan
83.8021933,-24.6948775,nan
83.8021381,-24.6947266,nan
83.8020854,-24.6945748,nan
83.8020332,-24.6944234,nan
83.8019737,-24.6942714,nan
83.8019183,-24.6941228,nan
83.8018656,-24.6939738,nan
83.8018134,-24.6938243,nan
83.8017541,-24.6936728,nan
83.8016983,-24.6935239,nan
83.801646,-24.6933751,nan
83.8015925,-24.6932252,nan
83.8015405,-24.6930766,nan
83.8014815,-24.6929304,nan
83.8014254,-24.6927833,nan
83.8013732,-24.6926355,nan
83.8013196,-24.6924872,nan
83.8012676,-24.6923422,nan
83.8012089,-24.6921962,nan
83.8011524,-24.6920478,nan
83.8011002,-24.6919015,nan
83.801047,-24.6917545,nan
83.8009937,-24.6916074,nan
83.8009417,-24.691463,nan
83.8008833,-24.6913181,nan
83.8008265,-24.6911718,nan
83.800774,-24.6910271,nan
83.8007218,-24.6908824,nan
83.8006637,-24.6907354,nan
83.8006066,-24.6905864,nan
83.8005545,-24.6904366,nan
83.800501,-24.6902868,nan
83.800449,-24.6901381,nan
83.8003911,-24.6899907,nan
83.8003337,-24.6898418,nan
83.8002813,-24.6896925,nan
83.800229,-24.6895466,nan
83.8001715,-24.6893975,nan
83.8001139,-24.6892477,nan
83.8000616,-24.6890978,nan
83.8000092,-24.6889435,nan
83.799952,-24.6887903,nan
83.7998937,-24.6886369,nan
83.7998426,-24.6884831,nan
83.7997853,-24.6883309,nan
83.7997272,-24.6881775,nan
83.7996752,-24.6880235,nan
83.7996216,-24.6878715,nan
83.7995695,-24.6877182,nan
83.7995128,-24.6875629,nan
83.7994542,-24.6874068,nan
83.7994023,-24.6872533,nan
83.7993487,-24.6870969,nan
83.7992965,-24.6869395,nan
83.7992401,-24.6867824,nan
83.7991814,-24.6866245,nan
83.7991294,-24.686465,nan
83.799076,-24.6863059,nan
83.799023,-24.6861469,nan
83.79897,-24.6859873,nan
83.7989167,-24.6858255,nan
83.7988644,-24.6856621,nan
83.7988085,-24.6855002,nan
83.7987493,-24.685338,nan
83.7986973,-24.6851735,nan
83.798644,-24.6850097,nan
83.798591,-24.6848429,nan
83.7985379,-24.6846788,nan
83.798485,-24.6845123,nan
83.7984317,-24.6843417,nan
83.7983792,-24.6841735,nan
83.7983239,-24.6840043,nan
83.7982643,-24.6838336,nan
83.7982122,-24.6836633,nan
83.7981589,-24.6834922,nan
83.7981059,-24.68332,nan
83.7980527,-24.6831498,nan
83.7980002,-24.6829786,nan
83.7979453,-24.6828037,nan
83.7978853,-24.6826274,nan
83.7978331,-24.6824511,nan
83.7977799,-24.6822751,nan
83.7977268,-24.6820981,nan
83.7976741,-24.6819181,nan
83.7976197,-24.6817402,nan
83.7975595,-24.6815623,nan
83.7975072,-24.6813861,nan
83.797454,-24.6812078,nan
83.7974009,-24.6810299,nan
83.7973482,-24.6808512,nan
83.7972937,-24.6806693,nan
83.7972346,-24.6804896,nan
83.7971886,-24.6803092,nan
83.7971274,-24.6801276,nan
83.7970752,-24.6799496,nan
83.7970219,-24.6797693,nan
83.7969691,-24.6795873,nan
83.7969153,-24.6794033,nan
83.7968548,-24.6792175,nan
83.7968022,-24.6790318,nan
83.796749,-24.6788461,nan
83.796696,-24.6786605,nan
83.7966429,-24.6784769,nan
83.7965899,-24.6782951,nan
83.7965369,-24.6781131,nan
83.7964836,-24.6779294,nan
83.796423,-24.6777473,nan
83.7963701,-24.6775616,nan
83.796317,-24.6773759,nan
83.7962639,-24.6771903,nan
83.7962109,-24.6770065,nan
83.7961578,-24.6768209,nan
83.7961048,-24.6766351,nan
83.7960442,-24.6764513,nan
83.7959911,-24.6762675,nan
83.795938,-24.6760838,nan
83.795885,-24.6759,nan
83.7958319,-24.6757162,nan
83.7957789,-24.6755325,nan
83.7957259,-24.6753467,nan
83.7956727,-24.6751629,nan
83.7956199,-24.6749791,nan
83.7955594,-24.6747954,nan
83.7955058,-24.6746115,nan
83.7954529,-24.6744296,nan
83.7953999,-24.6742459,nan
83.7953468,-24.6740638,nan
83.7952938,-24.6738821,nan
83.7952407,-24.6736982,nan
83.7951877,-24.6735162,nan
83.7951346,-24.6733342,nan
83.7950816,-24.673154,nan
83.7950285,-24.6729742,nan
83.7949755,-24.6727925,nan
83.7949224,-24.6726103,nan
83.7948691,-24.6724319,nan
83.7948171,-24.6722522,nan
83.7947559,-24.6720722,nan
83.7947096,-24.671892,nan
83.7946505,-24.6717139,nan
83.7946022,-24.6715339,nan
83.7945523,-24.6713572,nan
83.7944909,-24.6711795,nan
83.7944433,-24.6710027,nan
83.7943923,-24.6708268,nan
83.7943387,-24.6706491,nan
83.7942858,-24.6704706,nan
83.7942327,-24.6702943,nan
83.7941797,-24.6701163,nan
83.7941267,-24.6699415,nan
83.7940736,-24.6697641,nan
83.7940205,-24.6695886,nan
83.7939674,-24.6694146,nan
83.7939144,-24.66924,nan
83.7938613,-24.6690676,nan
83.7938083,-24.6688922,nan
83.7937552,-24.6687172,nan
83.7937022,-24.6685428,nan
83.7936492,-24.6683701,nan
83.793596,-24.6681962,nan
83.7935433,-24.668023,nan
83.7934892,-24.6678508,nan
83.7934422,-24.6676784,nan
83.7933921,-24.6675059,nan
83.7933383,-24.6673338,nan
83.7932855,-24.6671596,nan
83.7932324,-24.6669881,nan
83.7931793,-24.6668153,nan
83.7931262,-24.6666417,nan
83.7930735,-24.6664699,nan
83.7930194,-24.6662957,nan
83.7929719,-24.6661239,nan
83.7929223,-24.6659524,nan
83.7928685,-24.6657807,nan
83.7928156,-24.6656107,nan
83.7927628,-24.665439,nan
83.7927087,-24.6652664,nan
83.7926608,-24.6650941,nan
83.7926117,-24.6649216,nan
83.7925577,-24.6647491,nan
83.7925052,-24.6645769,nan
83.7924511,-24.6644035,nan
83.7924029,-24.6642287,nan
83.7923541,-24.6640558,nan
83.7923002,-24.6638821,nan
83.7922473,-24.6637099,nan
83.7921944,-24.6635378,nan
83.7921404,-24.6633631,nan
83.7920919,-24.6631887,nan
83.7920435,-24.6630156,nan
83.7919894,-24.6628414,nan
83.7919369,-24.6626656,nan
83.7918828,-24.6624919,nan
83.7918339,-24.6623164,nan
83.7917859,-24.662141,nan
83.7917318,-24.6619661,nan
83.7916791,-24.6617895,nan
83.7916259,-24.6616139,nan
83.7915731,-24.6614356,nan
83.7915191,-24.6612572,nan
83.7914697,-24.6610797,nan
83.7914222,-24.6609001,nan
83.7913681,-24.6607214,nan
83.7913153,-24.6605422,nan
83.7912622,-24.6603626,nan
83.7912091,-24.6601819,nan
83.791156,-24.660003,nan
83.791103,-24.6598205,nan
83.7910499,-24.6596393,nan
83.7909969,-24.6594596,nan
83.7909438,-24.6592789,nan
83.7908908,-24.659097,nan
83.7908377,-24.6589144,nan
83.7907847,-24.6587312,nan
83.7907316,-24.658549,nan
83.7906786,-24.6583649,nan
83.7906256,-24.6581812,nan
83.7905725,-24.6579974,nan
83.7905195,-24.6578132,nan
83.7904664,-24.6576273,nan
83.7904134,-24.6574418,nan
83.7903603,-24.6572554,nan
83.7903073,-24.6570686,nan
83.790254,-24.6568849,nan
83.7902015,-24.6566985,nan
83.7901464,-24.6565112,nan
83.7900867,-24.6563259,nan
83.7900345,-24.6561392,nan
83.7899812,-24.6559502,nan
83.7899283,-24.6557646,nan
83.7898752,-24.6555768,nan
83.7898222,-24.655389,nan
83.789769,-24.6551993,nan
83.7897164,-24.6550102,nan
83.7896619,-24.6548227,nan
83.7896017,-24.6546349,nan
83.7895494,-24.6544452,nan
83.7894961,-24.654256,nan
83.7894431,-24.6540686,nan
83.7893901,-24.6538811,nan
83.7893371,-24.6536932,nan
83.7892839,-24.6535038,nan
83.7892312,-24.6533165,nan
83.7891772,-24.6531286,nan
83.7891167,-24.6529392,nan
83.7890642,-24.6527516,nan
83.789011,-24.6525622,nan
83.788958,-24.6523746,nan
83.788905,-24.6521871,nan
83.7888519,-24.6519996,nan
83.7887988,-24.6518119,nan
83.7887459,-24.6516223,nan
83.7886924,-24.651435,nan
83.7886319,-24.6512493,nan
83.7885791,-24.6510615,nan
83.7885259,-24.6508741,nan
83.7884729,-24.6506885,nan
83.7884199,-24.6505027,nan
83.7883668,-24.6503152,nan
83.7883138,-24.6501295,nan
83.7882607,-24.6499438,nan
83.7882077,-24.6497581,nan
83.7881546,-24.6495725,nan
83.7881016,-24.6493887,nan
83.7880485,-24.6492048,nan
83.7879955,-24.6490211,nan
83.7879424,-24.6488373,nan
83.7878894,-24.6486535,nan
83.7878363,-24.6484697,nan
83.7877833,-24.6482859,nan
83.7877303,-24.648104,nan
83.7876772,-24.6479221,nan
83.7876241,-24.6477402,nan
83.787571,-24.6475583,nan
83.787518,-24.6473781,nan
83.7874649,-24.6471982,nan
83.7874119,-24.6470181,nan
83.7873588,-24.6468398,nan
83.7873058,-24.6466619,nan
83.7872527,-24.6464819,nan
83.7871997,-24.6463035,nan
83.7871466,-24.6461271,nan
83.7870936,-24.6459511,nan
83.7870405,-24.645773,nan
83.7869877,-24.6455967,nan
83.7869337,-24.6454204,nan
83.7868888,-24.645246,nan
83.7868291,-24.6450699,nan
83.7867813,-24.6448954,nan
83.786731,-24.6447195,nan
83.7866695,-24.6445446,nan
83.7866223,-24.644372,nan
83.7865711,-24.6441996,nan
83.7865176,-24.6440272,nan
83.7864646,-24.6438548,nan
83.7864115,-24.6436821,nan
83.7863585,-24.6435115,nan
83.7863054,-24.6433394,nan
83.7862524,-24.6431682,nan
83.7861993,-24.6429982,nan
83.7861462,-24.6428257,nan
83.7860933,-24.6426562,nan
83.7860399,-24.6424878,nan
83.7859881,-24.6423191,nan
83.7859274,-24.6421503,nan
83.7858794,-24.6419833,nan
83.7858229,-24.641815,nan
83.7857666,-24.6416479,nan
83.7857144,-24.6414795,nan
83.7856611,-24.641314,nan
83.7856081,-24.6411463,nan
83.785555,-24.64098,nan
83.785502,-24.6408158,nan
83.785449,-24.6406491,nan
83.7853959,-24.6404851,nan
83.7853429,-24.6403209,nan
83.7852898,-24.6401574,nan
83.7852368,-24.6399931,nan
83.7851837,-24.6398294,nan
83.7851307,-24.6396664,nan
83.7850777,-24.6395048,nan
83.7850243,-24.6393425,nan
83.7849726,-24.6391806,nan
83.784913,-24.6390198,nan
83.7848615,-24.6388586,nan
83.784814,-24.6386976,nan
83.7847545,-24.6385364,nan
83.784698,-24.6383765,nan
83.7846457,-24.6382175,nan
83.7845925,-24.6380583,nan
83.7845395,-24.6378991,nan
83.7844864,-24.63774,nan
83.7844334,-24.6375808,nan
83.7843803,-24.6374217,nan
83.7843273,-24.6372624,nan
83.7842743,-24.6371043,nan
83.7842211,-24.6369464,nan
83.784168,-24.6367866,nan
83.784115,-24.6366295,nan
83.7840619,-24.6364738,nan
83.784009,-24.6363154,nan
83.7839557,-24.6361557,nan
83.7839036,-24.6359986,nan
83.7838463,-24.6358428,nan
83.7837883,-24.6356848,nan
83.7837363,-24.6355291,nan
83.783683,-24.6353712,nan
83.78363,-24.6352105,nan
83.7835769,-24.6350509,nan
83.7835238,-24.63489,nan
83.7834706,-24.6347321,nan
83.7834184,-24.634574,nan
83.7833617,-24.6344155,nan
83.7833032,-24.6342583,nan
83.7832512,-24.6341018,nan
83.7831979,-24.6339459,nan
83.7831449,-24.6337886,nan
83.7830919,-24.6336306,nan
83.7830386,-24.6334719,nan
83.7829863,-24.6333149,nan
83.7829302,-24.6331575,nan
83.7828711,-24.6330003,nan
83.7828191,-24.632843,nan
83.7827658,-24.6326856,nan
83.7827128,-24.6325291,nan
83.7826598,-24.6323733,nan
83.7826066,-24.6322159,nan
83.7825542,-24.6320585,nan
83.7824986,-24.6319019,nan
83.7824391,-24.6317463,nan
83.782387,-24.6315887,nan
83.7823337,-24.6314314,nan
83.7822808,-24.6312742,nan
83.7822276,-24.6311169,nan
83.7821751,-24.6309597,nan
83.7821199,-24.6308024,nan
83.7820602,-24.6306453,nan
83.7820081,-24.6304876,nan
83.7819547,-24.6303285,nan
83.7819022,-24.6301719,nan
83.7818473,-24.6300164,nan
83.7817873,-24.6298584,nan
83.7817351,-24.6296995,nan
83.7816819,-24.6295425,nan
83.7816288,-24.6293852,nan
83.7815761,-24.6292279,nan
83.7815217,-24.6290706,nan
83.7814615,-24.6289135,nan
83.7814091,-24.6287559,nan
83.7813559,-24.6285971,nan
83.7813029,-24.6284419,nan
83.7812498,-24.6282839,nan
83.781197,-24.6281255,nan
83.7811431,-24.6279718,nan
83.7810824,-24.6278123,nan
83.781031,-24.6276555,nan
83.7809844,-24.6275,nan
83.7809234,-24.6273428,nan
83.7808711,-24.6271874,nan
83.7808178,-24.6270302,nan
83.7807647,-24.6268748,nan
83.7807117,-24.6267176,nan
83.7806586,-24.6265623,nan
83.7806056,-24.6264069,nan
83.7805525,-24.6262514,nan
83.7804995,-24.6260942,nan
83.7804464,-24.6259408,nan
83.7803934,-24.6257815,nan
83.7803403,-24.6256262,nan
83.7802874,-24.6254689,nan
83.7802341,-24.6253136,nan
83.7801736,-24.6251582,nan
83.7801282,-24.6250009,nan
83.7800751,-24.6248456,nan
83.7800144,-24.6246883,nan
83.7799613,-24.624533,nan
83.7799083,-24.6243757,nan
83.7798552,-24.6242184,nan
83.7798022,-24.6240631,nan
83.7797491,-24.6239058,nan
83.7796961,-24.6237505,nan
83.7796431,-24.6235931,nan
83.77959,-24.6234377,nan
83.779537,-24.6232805,nan
83.7794838,-24.6231251,nan
83.7794312,-24.6229679,nan
83.7793706,-24.6228125,nan
83.7793169,-24.6226554,nan
83.7792641,-24.6224979,nan
83.779211,-24.6223444,nan
83.7791579,-24.6221874,nan
83.7791049,-24.6220318,nan
83.7790518,-24.6218765,nan
83.7789988,-24.6217211,nan
83.7789456,-24.6215657,nan
83.7788932,-24.6214104,nan
83.778833,-24.621255,nan
83.7787787,-24.6210995,nan
83.7787259,-24.6209458,nan
83.7786728,-24.6207925,nan
83.7786198,-24.6206373,nan
83.7785667,-24.6204833,nan
83.7785137,-24.6203317,nan
83.7784607,-24.6201785,nan
83.7784074,-24.620025,nan
83.7783552,-24.6198715,nan
83.7782953,-24.6197181,nan
83.7782405,-24.6195644,nan
83.7781879,-24.6194127,nan
83.7781347,-24.6192594,nan
83.7780816,-24.6191075,nan
83.7780286,-24.6189558,nan
83.7779755,-24.6188058,nan
83.7779225,-24.6186549,nan
83.7778692,-24.6185028,nan
83.7778172,-24.6183532,nan
83.7777577,-24.6182003,nan
83.7777022,-24.6180497,nan
83.7776498,-24.6178987,nan
83.7775966,-24.6177487,nan
83.7775436,-24.6175961,nan
83.7774905,-24.6174451,nan
83.7774371,-24.6172954,nan
83.7773851,-24.6171475,nan
83.777326,-24.616997,nan
83.7772701,-24.6168464,nan
83.7772177,-24.6166969,nan
83.7771645,-24.6165472,nan
83.7771115,-24.6163975,nan
83.7770585,-24.6162478,nan
83.7770052,-24.6160982,nan
83.7769532,-24.6159484,nan
83.7768945,-24.615799,nan
83.7768379,-24.6156477,nan
83.7767857,-24.6154985,nan
83.7767324,-24.61535,nan
83.7766795,-24.6151998,nan
83.7766261,-24.6150515,nan
83.7765741,-24.6149026,nan
83.7765159,-24.6147537,nan
83.7764589,-24.6146065,nan
83.7764067,-24.6144571,nan
83.7763534,-24.6143097,nan
83.7763004,-24.6141623,nan
83.7762473,-24.6140119,nan
83.7761943,-24.6138633,nan
83.7761412,-24.6137158,nan
83.7760882,-24.6135669,nan
83.7760352,-24.6134179,nan
83.7759819,-24.6132707,nan
83.7759298,-24.6131214,nan
83.7758724,-24.6129737,nan
83.7758146,-24.6128266,nan
83.7757625,-24.6126761,nan
83.7757091,-24.6125277,nan
83.7756561,-24.612379,nan
83.7756031,-24.6122301,nan
83.77555,-24.6120817,nan
83.775497,-24.6119318,nan
83.7754439,-24.6117819,nan
83.7753909,-24.6116334,nan
83.7753378,-24.6114843,nan
83.7752848,-24.6113321,nan
83.7752317,-24.6111813,nan
83.7751788,-24.611032,nan
83.7751255,-24.6108814,nan
83.7750733,-24.6107303,nan
83.7750168,-24.6105811,nan
83.774958,-24.6104304,nan
83.774906,-24.6102797,nan
83.7748527,-24.6101287,nan
83.7747997,-24.6099759,nan
83.7747466,-24.6098272,nan
83.7746936,-24.6096754,nan
83.7746405,-24.6095207,nan
83.7745875,-24.6093692,nan
83.7745345,-24.6092152,nan
83.7744814,-24.6090624,nan
83.7744284,-24.6089106,nan
83.7743753,-24.6087563,nan
83.7743223,-24.6086013,nan
83.7742692,-24.608448,nan
83.7742162,-24.6082945,nan
83.774163,-24.608141,nan
83.7741104,-24.6079876,nan
83.7740554,-24.6078339,nan
83.773995,-24.6076777,nan
83.7739454,-24.6075209,nan
83.7738969,-24.6073652,nan
83.7738363,-24.6072082,nan
83.7737843,-24.6070526,nan
83.773731,-24.6068956,nan
83.773678,-24.6067401,nan
83.773625,-24.6065826,nan
83.7735718,-24.6064258,nan
83.7735191,-24.6062702,nan
83.7734647,-24.6061126,nan
83.7734041,-24.6059557,nan
83.7733535,-24.6057975,nan
83.7733061,-24.6056348,nan
83.7732452,-24.6054782,nan
83.7731931,-24.6053205,nan
83.7731398,-24.6051615,nan
83.7730868,-24.6050043,nan
83.7730338,-24.6048469,nan
83.7729807,-24.6046876,nan
83.7729277,-24.6045286,nan
83.7728746,-24.6043717,nan
83.7728215,-24.6042162,nan
