Lat,Lon,TT
83.6860705,-24.3398279,2.27
83.6860173,-24.3396823,1.899
83.6859644,-24.3395328,1.631
83.6859108,-24.3393847,1.457
83.6858651,-24.3392371,1.366
83.6858129,-24.3390875,1.334
83.6857596,-24.3389396,1.334
83.6857069,-24.3387902,1.349
83.6856529,-24.3386401,1.375
83.685608,-24.3384941,1.419
83.685548,-24.3383464,1.489
83.6855008,-24.3382003,1.57
83.6854494,-24.3380529,1.632
83.6853958,-24.337905,1.659
83.6853431,-24.3377575,1.647
83.6852892,-24.3376063,1.603
83.6852432,-24.3374564,1.55
83.6851917,-24.3373051,1.516
83.6851384,-24.3371552,1.504
83.6850846,-24.3370038,1.512
83.6850384,-24.3368547,1.559
83.6849872,-24.3367108,1.681
83.6849336,-24.3365622,1.919
83.6848809,-24.3364138,2.303
83.6848269,-24.3362648,2.868
83.6847806,-24.3361135,3.64
83.6847296,-24.335962,4.535
83.684676,-24.335809,5.293
83.6846233,-24.3356551,5.718
83.6845693,-24.3355048,5.91
83.6845227,-24.3353537,6.096
83.684472,-24.3352034,6.352
83.6844183,-24.3350537,6.544
83.6843657,-24.3349045,6.495
83.6843116,-24.3347508,6.214
83.6842648,-24.3345948,5.879
83.6842145,-24.3344411,5.626
83.6841607,-24.3342862,5.452
83.6841079,-24.3341321,5.301
83.6840547,-24.3339784,5.168
83.6840019,-24.3338267,5.071
83.6839477,-24.3336726,4.982
83.6839006,-24.3335181,4.83
83.6838508,-24.333365,4.633
83.683797,-24.3332104,4.501
83.6837441,-24.333054,4.46
83.6836909,-24.3328949,4.396
83.6836381,-24.3327382,4.235
83.683584,-24.3325821,4.014
83.6835365,-24.3324243,3.795
83.6834872,-24.3322683,3.6
83.6834332,-24.3321129,3.431
83.6833803,-24.3319587,3.297
83.6833274,-24.3318047,3.22
83.6832734,-24.3316475,3.216
83.6832254,-24.3314927,3.259
83.6831765,-24.3313371,3.3
83.6831224,-24.3311816,3.306
83.6830699,-24.3310277,3.284
83.6830157,-24.3308718,3.265
83.6829675,-24.3307177,3.251
83.6829189,-24.3305634,3.235
83.6828647,-24.3304078,3.245
83.6828122,-24.3302525,3.302
83.6827581,-24.3300969,3.375
83.6827096,-24.3299427,3.411
83.6826612,-24.3297883,3.379
83.6826074,-24.3296336,3.285
83.6825537,-24.3294804,3.162
83.6825047,-24.3293268,3.046
83.6824567,-24.3291736,2.947
83.6824028,-24.3290191,2.846
83.6823491,-24.3288644,2.735
83.6822999,-24.3287106,2.643
83.6822521,-24.328554,2.608
83.6821983,-24.3283974,2.657
83.6821446,-24.3282423,2.803
83.682095,-24.3280867,3.012
83.6820478,-24.3279322,3.207
83.6819929,-24.3277783,3.327
83.6819435,-24.3276225,3.376
83.681896,-24.3274679,3.401
83.6818419,-24.3273147,3.439
83.6817894,-24.3271606,3.5
83.6817355,-24.3270049,3.58
83.6816855,-24.3268498,3.687
83.6816386,-24.3266937,3.841
83.6815838,-24.326537,4.051
83.6815338,-24.3263811,4.282
83.681487,-24.3262242,4.485
83.6814323,-24.326069,4.638
83.6813822,-24.3259142,4.735
83.6813353,-24.3257603,4.773
83.6812814,-24.3256052,4.805
83.681228,-24.3254521,4.95
83.6811773,-24.3252981,5.227
83.6811307,-24.3251423,5.428
83.6810768,-24.3249842,5.336
83.6810235,-24.3248258,5.01
83.6809725,-24.3246704,4.666
83.6809261,-24.3245127,4.402
83.6808722,-24.3243562,4.188
83.6808189,-24.3242001,3.983
83.6807677,-24.3240409,3.785
83.6807214,-24.3238843,3.61
83.6806676,-24.3237287,3.468
83.6806144,-24.3235713,3.34
83.6805629,-24.3234141,3.209
83.6805168,-24.3232565,3.086
83.680463,-24.3230972,2.988
83.6804101,-24.3229378,2.919
83.6803571,-24.3227769,2.878
83.6803037,-24.3226179,2.86
83.6802519,-24.3224587,2.849
83.6802061,-24.3222995,2.846
83.6801523,-24.3221405,2.876
83.6800995,-24.3219835,2.967
83.6800461,-24.321826,3.112
83.6799941,-24.3216667,3.267
83.6799483,-24.3215076,3.387
83.6798947,-24.3213483,3.469
83.6798416,-24.321187,3.556
83.6797893,-24.3210263,3.674
83.6797437,-24.320867,3.78
83.6796901,-24.320706,3.827
83.6796372,-24.3205469,3.822
83.6795842,-24.3203857,3.812
83.679531,-24.3202245,3.821
83.6794784,-24.3200618,3.842
83.6794329,-24.3199027,3.856
83.6793795,-24.3197415,3.85
83.6793265,-24.3195804,3.825
83.6792735,-24.3194174,3.789
83.6792204,-24.3192545,3.743
83.6791673,-24.3190934,3.684
83.6791144,-24.3189286,3.616
83.6790689,-24.3187656,3.565
83.6790158,-24.3185989,3.555
83.6789628,-24.3184341,3.596
83.6789097,-24.3182692,3.677
83.6788567,-24.3181025,3.762
83.6788037,-24.3179357,3.827
83.6787506,-24.3177727,3.881
83.6786976,-24.317608,3.955
83.6786443,-24.317443,4.06
83.6785988,-24.3172801,4.184
83.6785461,-24.3171135,4.312
83.678493,-24.3169468,4.444
83.6784399,-24.31678,4.575
83.678387,-24.3166116,4.7
83.6783335,-24.3164427,4.811
83.6782879,-24.3162777,4.89
83.6782355,-24.3161131,4.907
83.6781823,-24.3159463,4.824
83.6781293,-24.3157813,4.62
83.6780762,-24.3156166,4.347
83.6780233,-24.31545,4.099
83.6779696,-24.3152833,3.922
83.6779239,-24.3151149,3.798
83.6778718,-24.3149461,3.687
83.6778187,-24.3147792,3.541
83.677765,-24.3146125,3.31
83.6777191,-24.3144456,2.951
83.6776673,-24.3142809,2.445
83.6776139,-24.3141126,1.83
83.6775609,-24.3139455,1.211
83.6775081,-24.313779,0.697
83.6774542,-24.3136106,0.341
83.6774081,-24.3134421,0.148
83.6773567,-24.3132717,0.106
83.6773032,-24.3131027,0.225
83.6772505,-24.3129341,0.55
83.6771965,-24.3127654,1.132
83.6771503,-24.312597,1.96
83.6770991,-24.3124266,2.907
83.6770456,-24.312258,3.752
83.6769926,-24.312086,4.313
83.6769398,-24.3119165,4.6
83.6768858,-24.3117469,4.791
83.6768393,-24.3115746,4.992
83.6767885,-24.3114036,5.108
83.6767349,-24.3112331,5.029
83.6766819,-24.3110626,4.776
83.6766291,-24.3108921,4.429
83.676575,-24.3107215,4.078
83.6765282,-24.3105509,3.767
83.6764779,-24.3103807,3.454
83.6764242,-24.3102085,3.112
83.6763713,-24.3100387,2.805
83.6763181,-24.3098692,2.596
83.6762653,-24.309697,2.464
83.6762112,-24.3095258,2.36
83.6761641,-24.3093554,2.256
83.6761143,-24.3091849,2.142
83.6760603,-24.3090144,2.018
83.6760077,-24.3088439,1.897
83.6759536,-24.3086734,1.796
83.6759062,-24.3085026,1.729
83.6758567,-24.3083332,1.697
83.6758027,-24.308165,1.684
83.6757501,-24.307995,1.672
83.6756959,-24.3078256,1.645
83.6756483,-24.3076561,1.591
83.6755991,-24.3074854,1.51
83.6755452,-24.3073148,1.423
83.6754922,-24.3071445,1.356
83.6754393,-24.3069728,1.313
83.6753853,-24.3068009,1.283
83.6753372,-24.3066321,1.254
83.6752885,-24.3064615,1.228
83.6752344,-24.3062893,1.21
83.6751816,-24.3061208,1.208
83.6751284,-24.3059486,1.227
83.6750754,-24.3057772,1.271
83.6750223,-24.3056061,1.331
83.6749695,-24.3054331,1.4
83.6749155,-24.305262,1.467
83.6748668,-24.3050904,1.51
83.6748186,-24.304919,1.521
83.6747645,-24.3047472,1.496
83.6747117,-24.3045771,1.431
83.6746586,-24.3044057,1.348
83.6746056,-24.3042331,1.287
83.6745526,-24.3040608,1.251
83.6744995,-24.3038881,1.216
83.6744465,-24.3037164,1.183
83.6743934,-24.3035464,1.166
83.6743405,-24.3033747,1.164
83.6742867,-24.3032036,1.161
83.6742371,-24.303035,1.156
83.6741896,-24.3028631,1.167
83.6741356,-24.3026923,1.211
83.6740827,-24.3025226,1.312
83.6740298,-24.3023502,1.487
83.6739761,-24.3021803,1.713
83.6739261,-24.3020087,1.926
83.673879,-24.3018374,2.072
83.6738249,-24.3016692,2.161
83.6737721,-24.3015005,2.23
83.6737191,-24.3013314,2.28
83.6736654,-24.3011605,2.298
83.6736151,-24.3009908,2.292
83.6735682,-24.3008218,2.267
83.6735143,-24.3006508,2.191
83.6734609,-24.3004811,2.035
83.6734103,-24.300312,1.811
83.6733637,-24.3001417,1.562
83.6733096,-24.2999734,1.341
83.673257,-24.2998044,1.191
83.6732033,-24.2996334,1.132
83.6731524,-24.2994636,1.149
83.673106,-24.2992944,1.203
83.673052,-24.2991215,1.249
83.6729993,-24.2989492,1.26
83.6729457,-24.2987767,1.228
83.6728945,-24.2986046,1.172
83.6728483,-24.2984344,1.122
83.6727945,-24.2982634,1.103
83.6727413,-24.2980909,1.114
83.6726897,-24.2979185,1.133
83.6726437,-24.2977463,1.133
83.6725898,-24.2975757,1.118
83.6725371,-24.2974031,1.111
83.6724836,-24.2972306,1.124
83.6724318,-24.2970585,1.147
83.672386,-24.296888,1.171
83.6723323,-24.2967153,1.203
83.6722791,-24.2965428,1.234
83.6722271,-24.2963707,1.244
83.6721813,-24.2961999,1.219
83.6721277,-24.2960255,1.165
83.6720746,-24.2958532,1.099
83.6720223,-24.295681,1.059
83.6719766,-24.2955104,1.082
83.6719231,-24.2953378,1.208
83.67187,-24.2951655,1.49
83.6718175,-24.294993,1.966
83.671772,-24.2948186,2.604
83.6717184,-24.2946443,3.313
83.6716659,-24.2944701,4.004
83.6716204,-24.2942976,4.632
83.671567,-24.2941232,5.166
83.671514,-24.293951,5.504
83.6714612,-24.2937785,5.509
83.6714157,-24.2936041,5.174
83.6713625,-24.2934318,4.655
83.6713094,-24.2932593,4.111
83.6712564,-24.2930831,3.6
83.671211,-24.2929087,3.145
83.6711579,-24.2927325,2.774
83.6711048,-24.2925602,2.499
83.6710594,-24.292384,2.306
83.6710064,-24.2922096,2.181
83.6709533,-24.2920353,2.108
83.6709003,-24.2918592,2.072
83.670847,-24.291683,2.064
83.6708016,-24.2915048,2.071
83.6707488,-24.2913305,2.093
83.6706957,-24.2911525,2.134
83.6706423,-24.2909761,2.198
83.6705969,-24.2907999,2.258
83.6705444,-24.2906238,2.286
83.6704911,-24.2904477,2.284
83.6704382,-24.2902695,2.271
83.6703846,-24.290095,2.254
83.670339,-24.289919,2.227
83.6702869,-24.2897427,2.195
83.670233,-24.2895666,2.178
83.6701874,-24.2893903,2.193
83.6701352,-24.2892141,2.255
83.6700821,-24.289038,2.391
83.6700285,-24.28886,2.607
83.6699826,-24.2886834,2.87
83.6699307,-24.288509,3.132
83.6698773,-24.2883346,3.389
83.6698246,-24.2881605,3.666
83.6697707,-24.2879844,3.967
83.6697248,-24.2878096,4.25
83.6696731,-24.2876357,4.442
83.6696199,-24.2874596,4.444
83.6695661,-24.2872849,4.202
83.6695199,-24.2871104,3.801
83.6694686,-24.286938,3.398
83.6694151,-24.2867638,3.099
83.6693624,-24.2865923,2.945
83.6693084,-24.2864223,2.9
83.6692621,-24.2862499,2.873
83.669211,-24.286079,2.83
83.6691575,-24.2859072,2.806
83.6691046,-24.2857347,2.796
83.6690515,-24.2855623,2.746
83.6689984,-24.2853898,2.645
83.6689456,-24.2852185,2.542
83.6688915,-24.2850497,2.47
83.6688448,-24.2848796,2.427
83.6687944,-24.2847103,2.418
83.6687407,-24.2845417,2.484
83.6686878,-24.2843745,2.662
83.6686346,-24.2842065,2.923
83.6685816,-24.2840388,3.194
83.6685285,-24.2838735,3.46
83.6684754,-24.2837088,3.769
83.6684227,-24.283544,4.089
83.6683686,-24.283379,4.283
83.6683213,-24.2832154,4.306
83.6682715,-24.2830525,4.275
83.6682177,-24.2828897,4.268
83.6681649,-24.2827264,4.243
83.6681117,-24.2825649,4.159
83.6680587,-24.2824025,4.034
83.6680057,-24.2822416,3.868
83.6679526,-24.2820832,3.629
83.6678995,-24.2819223,3.329
83.6678467,-24.2817634,3.039
83.6677927,-24.2816063,2.813
83.6677448,-24.2814501,2.647
83.6676957,-24.2812948,2.514
83.6676418,-24.2811403,2.406
83.6675889,-24.2809873,2.333
83.6675358,-24.2808326,2.297
83.6674828,-24.280678,2.284
83.6674298,-24.280525,2.261
83.6673767,-24.2803701,2.218
83.6673237,-24.2802166,2.196
83.6672706,-24.2800652,2.232
83.6672178,-24.2799145,2.295
83.6671637,-24.2797651,2.332
83.6671151,-24.2796151,2.339
83.6670668,-24.2794665,2.342
83.6670128,-24.279318,2.346
83.66696,-24.2791679,2.344
83.6669068,-24.2790193,2.339
83.6668537,-24.2788714,2.342
83.6668007,-24.2787245,2.364
83.6667477,-24.2785787,2.397
83.6666946,-24.2784335,2.398
83.6666417,-24.2782896,2.335
83.6665878,-24.278146,2.228
83.6665385,-24.2780001,2.115
83.6664908,-24.2778536,2.023
83.6664368,-24.2777092,1.993
83.666384,-24.2775637,2.09
83.6663308,-24.2774199,2.366
83.666278,-24.2772766,2.79
83.6662242,-24.277134,3.239
83.6661743,-24.2769902,3.586
83.6661271,-24.2768491,3.78
83.666073,-24.2767084,3.835
83.6660202,-24.2765663,3.771
83.6659673,-24.2764232,3.594
83.6659136,-24.276281,3.335
83.6658633,-24.2761418,3.08
83.6658164,-24.2759968,2.918
83.6657623,-24.2758536,2.912
83.6657097,-24.2757117,3.079
83.665656,-24.275569,3.349
83.6656054,-24.2754252,3.563
83.6655588,-24.2752839,3.611
83.6655047,-24.2751437,3.518
83.6654521,-24.2750036,3.359
83.6653984,-24.2748629,3.159
83.6653475,-24.2747209,2.94
83.6653011,-24.2745778,2.738
83.6652471,-24.2744321,2.56
83.6651943,-24.2742878,2.396
83.6651413,-24.2741422,2.264
83.6650878,-24.273998,2.196
83.6650365,-24.2738521,2.191
83.6649904,-24.2737087,2.218
83.6649364,-24.2735668,2.263
83.6648837,-24.2734244,2.328
83.6648302,-24.2732802,2.394
83.6647786,-24.2731362,2.428
83.6647326,-24.2729922,2.428
83.6646789,-24.2728482,2.43
83.6646257,-24.2727042,2.452
83.6645738,-24.2725577,2.472
83.664528,-24.2724103,2.467
83.6644743,-24.2722663,2.443
83.6644215,-24.2721181,2.419
83.6643681,-24.2719703,2.398
83.664316,-24.2718227,2.383
83.6642703,-24.2716769,2.404
83.6642167,-24.2715312,2.491
83.6641638,-24.2713872,2.631
83.6641105,-24.271241,2.814
83.6640582,-24.2710932,3.034
83.6640125,-24.2709452,3.226
83.6639591,-24.2707957,3.321
83.663906,-24.2706479,3.36
83.6638535,-24.2704981,3.45
83.6638075,-24.2703484,3.617
83.663747,-24.2701989,3.808
83.6637018,-24.270051,3.994
83.6636484,-24.2698993,4.185
83.6635955,-24.2697497,4.381
83.6635423,-24.2696,4.545
83.6634894,-24.2694483,4.625
83.6634439,-24.2692969,4.586
83.6633908,-24.2691472,4.446
83.6633378,-24.2689937,4.25
83.6632847,-24.268844,4.034
83.6632317,-24.2686924,3.836
83.6631786,-24.2685408,3.693
83.6631331,-24.2683911,3.616
83.6630802,-24.2682376,3.588
83.6630271,-24.268088,3.567
83.6629741,-24.2679346,3.501
83.6629211,-24.2677847,3.348
83.6628677,-24.2676351,3.116
83.6628222,-24.2674835,2.88
83.6627696,-24.2673339,2.704
83.6627165,-24.2671805,2.599
83.662663,-24.2670289,2.543
83.6626174,-24.2668773,2.506
83.6625651,-24.2667257,2.462
83.6625118,-24.2665741,2.433
83.6624589,-24.2664226,2.458
83.6624053,-24.2662709,2.551
83.6623596,-24.2661211,2.688
83.6623075,-24.2659697,2.825
83.6622541,-24.2658183,2.919
83.6622013,-24.2656651,2.963
83.6621476,-24.2655114,2.983
83.6621017,-24.2653597,2.989
83.6620499,-24.2652067,2.978
83.6619965,-24.2650512,2.958
83.6619435,-24.2648992,2.951
83.6618907,-24.264746,2.967
83.6618368,-24.264594,2.993
83.6617908,-24.2644427,3.011
83.6617393,-24.2642893,3.009
83.6616858,-24.2641375,2.982
83.6616328,-24.2639842,2.936
83.66158,-24.2638327,2.881
83.6615261,-24.2636778,2.84
83.6614798,-24.2635255,2.824
83.6614287,-24.2633723,2.823
83.6613751,-24.2632215,2.84
83.6613222,-24.2630725,2.945
83.6612691,-24.2629196,3.227
83.6612161,-24.2627675,3.673
83.661163,-24.2626147,4.145
83.6611102,-24.2624611,4.512
83.6610562,-24.2623074,4.736
83.6610095,-24.2621555,4.811
83.660959,-24.2620039,4.724
83.6609053,-24.2618535,4.508
83.6608524,-24.2617045,4.287
83.6607995,-24.2615514,4.147
83.6607455,-24.261402,4.038
83.6606985,-24.261252,3.887
83.6606484,-24.261101,3.728
83.6605946,-24.2609533,3.612
83.6605417,-24.2608028,3.506
83.6604889,-24.2606522,3.337
83.6604347,-24.2605025,3.106
83.6603874,-24.2603543,2.866
83.6603378,-24.2602053,2.666
83.6602839,-24.2600566,2.532
83.6602311,-24.2599089,2.478
83.6601778,-24.2597612,2.484
83.660125,-24.2596126,2.509
83.660071,-24.2594612,2.533
83.6600233,-24.2593117,2.575
83.6599741,-24.2591643,2.659
83.6599202,-24.2590166,2.796
83.6598673,-24.2588683,2.981
83.6598141,-24.2587231,3.208
83.6597611,-24.2585774,3.496
83.6597083,-24.258429,3.859
83.6596542,-24.2582815,4.273
83.659606,-24.2581332,4.697
83.6595573,-24.2579876,5.102
83.6595033,-24.257843,5.394
83.6594504,-24.2576966,5.45
83.6593976,-24.257552,5.241
83.6593436,-24.2574072,4.835
83.6592949,-24.2572611,4.345
83.6592466,-24.2571152,3.904
83.6591926,-24.2569693,3.584
83.6591398,-24.2568235,3.357
83.6590869,-24.2566774,3.178
83.6590329,-24.2565324,3.047
83.6589839,-24.2563886,2.979
83.658936,-24.2562445,2.951
83.6588819,-24.2561005,2.917
83.6588291,-24.2559565,2.875
83.6587762,-24.2558125,2.877
83.6587223,-24.2556685,2.961
83.6586729,-24.2555245,3.119
83.6586253,-24.2553806,3.333
83.6585712,-24.2552365,3.606
83.6585185,-24.2550925,3.939
83.6584653,-24.2549485,4.271
83.6584125,-24.2548046,4.484
83.6583587,-24.2546604,4.503
83.6583087,-24.2545171,4.367
83.6582616,-24.2543747,4.168
83.6582075,-24.2542302,3.967
83.6581547,-24.254087,3.792
83.6581016,-24.2539445,3.658
83.6580485,-24.2538006,3.597
83.6579957,-24.2536597,3.623
83.657942,-24.2535179,3.691
83.6578915,-24.2533718,3.753
83.6578448,-24.2532287,3.817
83.6577907,-24.2530867,3.923
83.657738,-24.2529446,4.093
83.6576848,-24.252802,4.311
83.6576318,-24.2526579,4.522
83.6575788,-24.2525139,4.645
83.6575257,-24.25237,4.638
83.6574727,-24.2522255,4.527
83.6574196,-24.2520798,4.371
83.6573665,-24.251936,4.212
83.6573134,-24.2517924,4.064
83.6572604,-24.25165,3.893
83.6572074,-24.2515062,3.647
83.6571539,-24.251364,3.308
83.6571025,-24.25122,2.912
83.6570564,-24.2510783,2.515
83.6570026,-24.2509357,2.157
83.6569497,-24.250792,1.852
83.6568966,-24.2506497,1.614
83.6568436,-24.2505055,1.463
83.6567906,-24.2503615,1.398
83.6567375,-24.2502178,1.372
83.6566845,-24.2500756,1.335
83.6566314,-24.2499314,1.287
83.6565784,-24.2497877,1.251
83.6565253,-24.2496457,1.233
83.6564723,-24.2495036,1.225
83.6564192,-24.2493614,1.227
83.6563662,-24.2492194,1.239
83.6563131,-24.2490771,1.244
83.6562601,-24.2489329,1.232
83.656207,-24.2487891,1.214
83.6561539,-24.2486472,1.206
83.6561009,-24.248507,1.199
83.6560478,-24.2483648,1.183
83.6559948,-24.2482248,1.16
83.6559417,-24.2480845,1.135
83.6558887,-24.2479423,1.11
83.6558356,-24.2478023,1.093
83.6557825,-24.2476619,1.094
83.6557297,-24.2475199,1.111
83.655684,-24.2473796,1.142
83.6556234,-24.2472395,1.197
83.6555781,-24.2471011,1.283
83.6555249,-24.2469609,1.387
83.6554719,-24.2468227,1.505
83.6554189,-24.2466843,1.649
83.6553658,-24.2465479,1.79
83.6553127,-24.2464096,1.865
83.6552672,-24.2462713,1.854
83.6552143,-24.2461329,1.816
83.6551612,-24.2459966,1.801
83.6551082,-24.2458582,1.786
83.6550549,-24.2457217,1.737
83.6550094,-24.2455872,1.67
83.6549567,-24.2454508,1.601
83.6549036,-24.2453144,1.519
83.6548505,-24.245178,1.431
83.6547976,-24.2450415,1.354
83.6547441,-24.244905,1.285
83.6546984,-24.2447706,1.228
83.6546461,-24.2446323,1.2
83.6545929,-24.2444994,1.204
83.6545398,-24.2443615,1.225
83.6544869,-24.2442265,1.245
83.6544333,-24.2440921,1.257
83.6543875,-24.2439575,1.265
83.6543355,-24.243823,1.268
83.6542822,-24.2436886,1.264
83.6542292,-24.2435525,1.252
83.6541763,-24.2434157,1.23
83.6541225,-24.2432812,1.202
83.6540765,-24.243145,1.188
83.6540249,-24.2430102,1.198
83.6539714,-24.2428754,1.219
83.6539187,-24.2427427,1.231
83.6538648,-24.2426072,1.224
83.6538187,-24.2424702,1.199
83.6537673,-24.2423372,1.17
83.6537138,-24.2422031,1.149
83.6536609,-24.2420685,1.133
83.653608,-24.2419337,1.12
83.6535541,-24.241801,1.109
83.6535077,-24.2416666,1.101
83.6534567,-24.2415352,1.094
83.6534033,-24.2414018,1.089
83.6533495,-24.2412668,1.09
83.6533029,-24.241134,1.11
83.6532522,-24.2409998,1.165
83.6531985,-24.2408669,1.282
83.6531459,-24.2407327,1.494
83.6530918,-24.2405995,1.835
83.653045,-24.2404658,2.329
83.6529946,-24.2403309,2.984
83.6529409,-24.2401978,3.745
83.652888,-24.2400654,4.474
83.6528349,-24.2399316,5.026
83.6527821,-24.2397954,5.321
83.652728,-24.2396604,5.344
83.6526808,-24.2395249,5.132
83.652631,-24.239388,4.789
83.6525771,-24.2392529,4.426
83.6525243,-24.2391183,4.089
83.6524712,-24.2389852,3.793
83.6524181,-24.2388515,3.562
83.6523654,-24.2387167,3.421
83.6523112,-24.2385822,3.366
83.6522636,-24.238448,3.367
83.6522143,-24.2383121,3.397
83.6521604,-24.2381763,3.448
83.6521075,-24.2380436,3.521
83.6520544,-24.2379087,3.617
83.6520012,-24.237773,3.737
83.6519485,-24.2376388,3.891
83.6518944,-24.2375041,4.067
83.6518463,-24.2373698,4.232
83.6517975,-24.2372343,4.33
83.6517435,-24.2370977,4.31
83.6516907,-24.2369611,4.16
83.6516375,-24.2368258,3.922
83.6515847,-24.2366905,3.644
83.6515307,-24.2365539,3.362
83.6514821,-24.2364172,3.101
83.6514338,-24.2362822,2.869
83.6513797,-24.2361459,2.672
83.651327,-24.2360079,2.522
83.6512738,-24.235872,2.429
83.6512208,-24.2357349,2.382
83.6511678,-24.2355952,2.367
83.6511147,-24.2354565,2.391
83.6510617,-24.2353206,2.476
83.6510086,-24.2351835,2.667
83.6509558,-24.235044,3.013
83.6509016,-24.2349047,3.522
83.6508533,-24.2347655,4.132
83.6508013,-24.2346262,4.743
83.6507452,-24.2344864,5.278
83.650699,-24.2343453,5.686
83.6506446,-24.2342075,5.884
83.6505919,-24.234069,5.789
83.6505388,-24.2339309,5.445
83.6504858,-24.2337916,4.997
83.6504327,-24.2336523,4.568
83.6503798,-24.2335128,4.217
83.6503259,-24.2333708,3.972
83.6502759,-24.2332311,3.832
83.6502289,-24.2330899,3.799
83.6501749,-24.2329489,3.905
83.6501221,-24.2328104,4.176
83.6500688,-24.2326701,4.568
83.650016,-24.2325294,4.939
83.6499623,-24.2323876,5.136
83.6499117,-24.2322475,5.145
83.6498652,-24.2321077,5.064
83.649811,-24.2319696,4.955
83.6497584,-24.231831,4.792
83.6497047,-24.2316897,4.542
83.6496538,-24.2315457,4.24
83.6496075,-24.2314039,3.984
83.6495535,-24.2312617,3.841
83.6495006,-24.2311197,3.772
83.6494475,-24.2309776,3.681
83.6493945,-24.2308351,3.528
83.6493415,-24.2306913,3.351
83.6492881,-24.2305494,3.194
83.6492366,-24.2304073,3.064
83.6491905,-24.2302649,2.953
83.6491367,-24.2301207,2.861
83.6490838,-24.2299768,2.794
83.6490308,-24.2298328,2.752
83.6489777,-24.2296887,2.731
83.6489247,-24.2295448,2.735
83.6488714,-24.2294007,2.777
83.6488195,-24.2292569,2.875
83.6487737,-24.2291125,3.034
83.6487199,-24.2289667,3.23
83.6486671,-24.2288228,3.431
83.648614,-24.2286767,3.617
83.648561,-24.2285308,3.767
83.6485077,-24.2283849,3.833
83.6484554,-24.2282392,3.767
83.6484098,-24.2280953,3.577
83.6483562,-24.2279512,3.313
83.6483034,-24.2278073,3.018
83.6482501,-24.2276632,2.743
83.6481976,-24.2275173,2.541
83.648152,-24.2273733,2.42
83.6480987,-24.2272254,2.352
83.6480457,-24.2270795,2.317
83.6479926,-24.2269316,2.313
83.6479398,-24.2267859,2.327
83.6478943,-24.2266399,2.345
83.6478411,-24.2264941,2.364
83.647788,-24.2263501,2.384
83.6477351,-24.2262041,2.412
83.6476896,-24.2260564,2.465
83.6476365,-24.2259162,2.544
83.6475835,-24.2257665,2.627
83.6475304,-24.2256206,2.695
83.6474773,-24.2254729,2.762
83.6474318,-24.2253268,2.845
83.6473789,-24.225183,2.949
83.6473258,-24.2250334,3.075
83.6472728,-24.2248855,3.232
83.6472195,-24.2247358,3.411
83.647174,-24.2245898,3.588
83.6471213,-24.2244423,3.745
83.6470682,-24.2242925,3.854
83.6470152,-24.2241446,3.862
83.6469621,-24.223997,3.784
83.6469092,-24.2238473,3.735
83.6468556,-24.2236993,3.81
83.64681,-24.2235518,3.986
83.6467577,-24.2234004,4.173
83.6467044,-24.2232504,4.307
83.6466514,-24.2231026,4.387
83.6465984,-24.2229531,4.441
83.6465453,-24.2228034,4.478
83.6464923,-24.2226536,4.487
83.6464392,-24.2225056,4.463
83.6463862,-24.2223579,4.4
83.6463331,-24.22221,4.283
83.6462803,-24.2220623,4.11
83.6462263,-24.2219145,3.903
83.6461804,-24.2217668,3.699
83.6461289,-24.2216174,3.527
83.6460754,-24.2214678,3.395
83.6460225,-24.2213179,3.292
83.6459693,-24.22117,3.213
83.6459163,-24.2210202,3.151
83.6458632,-24.2208752,3.104
83.6458104,-24.22073,3.079
83.6457564,-24.2205839,3.069
83.6457101,-24.2204381,3.055
83.6456591,-24.2202921,3.04
83.6456055,-24.2201464,3.056
83.6455525,-24.2199989,3.118
83.6454997,-24.2198525,3.188
83.6454457,-24.2197065,3.218
83.6453991,-24.2195623,3.198
83.6453485,-24.2194167,3.152
83.6452947,-24.2192723,3.087
83.6452421,-24.2191268,2.995
83.645188,-24.2189824,2.892
83.6451412,-24.218837,2.807
83.6450909,-24.2186925,2.749
83.6450372,-24.2185471,2.703
83.6449842,-24.2184026,2.659
83.6449314,-24.2182573,2.632
83.6448773,-24.2181124,2.633
83.6448302,-24.2179687,2.661
83.6447803,-24.2178246,2.726
83.6447265,-24.2176806,2.838
83.6446735,-24.2175368,2.949
83.6446208,-24.2173916,2.973
83.6445664,-24.2172454,2.882
83.6445202,-24.2171007,2.744
83.6444642,-24.2169569,2.659
83.6444121,-24.2168126,2.675
83.6443638,-24.21667,2.77
83.6443096,-24.216527,2.888
83.6442569,-24.2163825,2.988
83.6442037,-24.2162397,3.086
83.6441509,-24.2160977,3.236
83.6440969,-24.2159555,3.451
83.6440488,-24.2158137,3.673
83.6439999,-24.2156704,3.838
83.6439459,-24.2155272,3.934
83.6438933,-24.2153853,4.004
83.6438392,-24.2152432,4.071
83.6437909,-24.215101,4.104
83.6437423,-24.2149592,4.091
83.6436883,-24.2148158,4.113
83.6436354,-24.2146734,4.243
83.6435826,-24.2145337,4.431
83.6435286,-24.2143933,4.585
83.6434798,-24.2142532,4.712
83.6434317,-24.2141127,4.878
83.6433775,-24.2139739,5.1
83.643325,-24.2138329,5.339
83.643271,-24.2136901,5.544
83.6432219,-24.2135495,5.675
83.643174,-24.2134081,5.74
83.6431201,-24.213267,5.83
83.6430665,-24.2131265,6.048
83.643017,-24.2129869,6.429
